Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
29,5,34,4,0.4,Graduate,0,no,no,yes,no,no
39,12,108,4,3.67,Graduate,301,no,no,no,yes,yes
33,7,58,4,2.2,Graduate,0,no,no,yes,yes,no
23,-1,73,4,2.6,Undergrad,0,no,no,yes,no,no
56,31,54,4,2.1,Undergrad,0,no,no,yes,no,no
54,30,45,4,0.9,Graduate,0,no,no,no,yes,no
37,11,123,1,2.3,Graduate,0,yes,yes,yes,no,yes
38,12,93,1,5.2,Undergrad,267,no,no,yes,no,no
34,9,102,4,2.2,Graduate,0,no,no,yes,no,no
53,29,39,3,1.5,Undergrad,0,no,no,yes,no,no
65,40,114,4,3.4,Graduate,0,no,no,no,yes,no
62,37,29,1,0.3,Professional,0,no,no,no,yes,no
51,25,30,3,0.6,Graduate,144,no,no,no,yes,no
31,5,22,1,0.6,Professional,0,no,no,no,no,no
64,38,38,2,0.3,Undergrad,186,no,no,yes,yes,no
39,15,41,2,1.7,Undergrad,0,no,no,no,no,no
28,3,161,4,1.7,Professional,422,no,yes,yes,yes,yes
60,35,38,3,0.5,Graduate,0,no,no,yes,yes,no
47,23,25,1,0.9,Professional,0,no,no,yes,no,no
25,1,70,4,2.6,Undergrad,218,no,no,yes,no,no
44,19,201,2,8.8,Undergrad,0,no,no,yes,yes,no
51,26,42,2,0.6,Professional,0,no,no,yes,yes,no
31,7,64,1,1.2,Undergrad,0,no,no,yes,no,no
32,7,28,4,1.1,Professional,0,no,no,no,no,no
51,25,119,1,4.9,Undergrad,208,no,no,yes,yes,no
25,1,28,1,1,Professional,0,no,no,yes,no,no
43,19,60,3,2.1,Professional,0,no,no,yes,no,no
54,29,23,1,1.5,Graduate,0,no,no,no,no,no
34,8,164,4,7.4,Professional,0,no,no,yes,no,yes
54,30,39,2,0.8,Undergrad,0,no,no,no,yes,no
42,17,19,2,0,Professional,85,no,no,yes,yes,no
46,20,72,2,0.8,Professional,0,no,no,yes,yes,no
62,37,41,3,0.9,Professional,0,no,no,yes,yes,no
31,5,32,2,0.3,Graduate,130,no,no,yes,no,no
30,5,69,1,0.8,Graduate,0,no,no,yes,no,no
52,28,23,3,0.4,Undergrad,0,no,no,yes,no,no
35,9,44,4,0.2,Undergrad,0,no,no,yes,no,no
60,36,32,3,0.4,Graduate,165,no,no,yes,no,no
58,34,25,2,0.3,Undergrad,123,no,no,yes,no,no
24,-2,80,2,1.6,Professional,0,no,no,yes,no,no
40,16,83,1,0.8,Graduate,230,yes,no,yes,no,no
49,23,133,1,7.3,Undergrad,0,no,no,yes,yes,no
43,18,89,1,0.1,Graduate,307,no,no,no,yes,no
33,7,81,2,4.5,Professional,187,no,yes,yes,yes,no
36,11,44,2,1.1,Graduate,85,no,no,yes,no,no
62,36,119,2,2,Undergrad,0,no,no,no,no,no
57,32,39,4,0.9,Undergrad,147,no,no,no,no,no
64,38,40,2,1,Professional,0,no,no,no,no,no
52,26,79,3,0.8,Undergrad,183,no,no,no,no,no
54,28,30,4,0.7,Graduate,0,no,no,yes,no,no
40,14,179,1,2.6,Professional,0,no,no,yes,no,yes
30,5,178,2,6.7,Undergrad,0,no,no,no,no,no
55,30,82,4,3.8,Graduate,0,no,no,yes,no,no
39,13,50,2,2.4,Graduate,0,no,no,no,no,no
55,30,64,2,1.9,Graduate,0,no,no,no,no,no
28,4,129,1,1.5,Undergrad,0,no,no,no,yes,no
44,18,68,4,2.9,Undergrad,0,yes,no,no,no,no
46,21,30,1,1.4,Professional,112,yes,no,no,no,no
61,36,48,3,1.5,Undergrad,0,no,no,no,yes,no
61,36,130,1,1.3,Undergrad,257,no,no,no,no,no
45,20,40,1,0.5,Professional,0,yes,no,yes,no,no
38,14,105,2,1.9,Undergrad,0,no,no,yes,no,no
29,3,41,4,0.2,Undergrad,0,no,no,yes,no,no
52,28,168,3,6.5,Professional,118,no,no,yes,no,yes
38,14,80,2,2.7,Undergrad,0,no,no,yes,no,no
28,3,134,2,3.1,Undergrad,0,no,no,yes,no,no
34,9,49,1,2.5,Professional,0,no,no,no,no,no
35,9,63,2,1.8,Undergrad,0,no,no,yes,no,no
46,22,70,4,1.9,Undergrad,212,no,no,no,yes,no
63,37,32,3,0.7,Graduate,141,no,no,no,no,no
33,9,14,3,0.9,Professional,114,no,no,no,no,no
38,14,111,2,6.1,Undergrad,326,no,no,no,no,no
53,27,38,4,2.8,Graduate,144,yes,no,yes,no,no
28,2,121,2,2,Undergrad,341,no,no,yes,no,no
44,18,90,4,2.6,Professional,0,no,no,yes,no,no
58,31,178,2,6,Graduate,0,no,no,yes,no,yes
38,14,20,4,0.4,Graduate,79,no,no,yes,yes,no
48,24,61,2,1.7,Undergrad,229,no,no,no,yes,no
33,7,43,4,0.8,Undergrad,0,no,no,no,no,no
66,42,39,1,1.9,Graduate,0,no,no,yes,yes,no
59,34,60,4,2.1,Undergrad,234,no,no,yes,yes,no
40,15,63,3,3,Undergrad,0,yes,no,yes,no,no
36,11,8,4,0.2,Professional,81,no,no,no,yes,no
62,38,52,4,1.3,Graduate,0,no,no,yes,yes,no
51,27,92,4,3,Undergrad,0,no,yes,yes,yes,yes
58,32,111,2,1.4,Undergrad,298,no,no,yes,no,no
52,26,71,1,1.4,Professional,0,no,no,no,no,no
41,16,25,2,0.1,Graduate,91,yes,no,no,no,no
31,5,34,1,1.9,Professional,156,no,no,yes,no,no
28,3,74,3,2.6,Professional,0,no,no,no,no,no
57,31,120,2,2,Undergrad,0,no,no,no,yes,no
61,37,50,4,1.3,Graduate,0,no,no,no,yes,no
60,36,10,2,1,Undergrad,0,no,no,yes,yes,no
56,29,45,4,2.5,Graduate,113,no,no,yes,no,no
49,23,29,4,1.8,Undergrad,0,no,no,yes,yes,no
63,37,145,2,6.9,Undergrad,0,no,no,yes,no,no
49,23,100,2,6.3,Undergrad,0,no,no,no,no,no
49,25,24,3,0.4,Undergrad,0,no,no,yes,no,no
32,8,60,1,1.2,Undergrad,0,no,no,yes,yes,no
26,1,50,4,0.6,Graduate,0,no,no,no,no,no
27,1,43,3,1.1,Graduate,0,no,no,no,no,no
57,31,79,3,4.4,Undergrad,0,no,no,no,yes,no
29,5,44,3,0.1,Graduate,0,no,no,yes,yes,no
56,30,31,4,1.5,Professional,0,no,no,yes,no,no
59,35,14,2,1,Undergrad,107,no,no,yes,no,no
53,28,19,4,0.8,Undergrad,106,no,no,no,yes,no
54,29,111,1,1.1,Graduate,0,no,no,yes,no,yes
56,30,90,1,1.9,Graduate,0,no,no,yes,no,no
50,25,21,2,0.7,Professional,129,no,no,no,no,no
51,25,104,1,4.2,Graduate,0,no,no,yes,no,yes
53,27,75,1,1.9,Graduate,0,no,no,yes,no,no
37,12,175,2,7.8,Undergrad,297,no,no,yes,yes,no
32,7,98,1,4.2,Undergrad,171,yes,yes,no,no,yes
49,23,41,4,0.1,Undergrad,153,no,no,yes,no,no
34,8,171,2,2.2,Graduate,569,no,no,yes,no,yes
54,30,79,4,1.6,Graduate,0,no,no,yes,no,no
64,39,24,4,0.6,Graduate,0,no,no,no,no,no
58,34,90,1,3.6,Graduate,0,no,no,no,no,yes
25,-1,39,3,2.4,Graduate,0,no,no,yes,no,no
50,25,9,2,0,Undergrad,0,yes,no,no,no,no
38,13,15,2,0.1,Graduate,90,no,no,yes,no,no
48,24,80,1,2.7,Undergrad,0,no,no,yes,no,no
41,15,63,1,0.7,Professional,79,no,no,no,yes,no
32,8,20,1,0.5,Professional,102,no,no,yes,no,no
46,22,43,2,2.1,Professional,0,yes,yes,yes,yes,no
39,15,65,1,1.5,Professional,0,no,no,no,no,no
39,15,91,2,1.7,Graduate,151,no,no,no,no,no
63,39,53,1,0.8,Undergrad,0,no,no,no,no,no
58,32,110,3,1.7,Graduate,0,no,no,no,no,no
28,4,82,3,1.5,Undergrad,103,no,no,yes,no,no
36,11,23,4,0.2,Professional,0,no,no,yes,no,no
43,19,172,2,6.67,Undergrad,0,no,no,yes,no,no
36,12,88,2,2.7,Undergrad,0,no,no,yes,no,no
44,18,71,2,0.8,Professional,0,no,no,yes,no,no
31,5,180,1,2.9,Professional,144,yes,no,no,no,yes
45,21,39,2,2.1,Professional,184,no,no,no,yes,no
39,13,94,1,1.5,Professional,0,no,no,no,yes,no
43,16,25,3,1,Graduate,0,no,no,yes,no,no
40,15,10,2,0,Professional,102,no,no,yes,no,no
30,5,42,1,1,Undergrad,184,no,no,no,no,no
58,33,142,2,3.9,Undergrad,0,no,no,no,yes,no
46,21,34,2,1.3,Undergrad,0,no,no,yes,no,no
35,10,139,1,4.6,Undergrad,0,no,no,no,no,no
30,4,154,2,4.5,Undergrad,207,no,no,yes,no,no
34,8,40,2,2,Professional,89,no,no,no,no,no
62,32,33,1,1.5,Professional,140,no,no,yes,yes,no
58,34,80,2,1.6,Undergrad,0,no,no,yes,yes,no
45,18,10,3,0.67,Graduate,100,no,no,yes,no,no
42,16,41,3,0.5,Professional,0,no,no,yes,no,no
60,36,30,4,1.3,Undergrad,118,no,no,yes,yes,no
55,29,78,1,0.8,Professional,190,no,no,yes,no,no
45,21,164,1,5,Undergrad,0,no,no,no,yes,no
52,27,23,1,0.4,Professional,0,no,no,no,no,no
31,7,149,1,6,Undergrad,0,no,no,no,no,no
60,34,25,4,0.7,Professional,0,no,no,yes,no,no
33,9,42,1,2.1,Professional,0,no,no,yes,no,no
37,11,71,1,2.5,Undergrad,185,no,no,yes,yes,no
59,34,114,3,4.2,Graduate,0,no,no,yes,no,yes
51,26,70,1,2.8,Graduate,0,no,no,yes,yes,no
47,23,149,4,6.1,Undergrad,0,no,no,no,yes,yes
60,33,55,4,2.5,Graduate,0,no,no,yes,no,no
61,36,29,1,1.3,Undergrad,0,no,no,no,no,no
64,40,123,1,3.8,Undergrad,0,no,no,yes,yes,no
46,20,152,1,7.4,Professional,374,no,yes,yes,yes,yes
31,7,8,4,0.7,Graduate,0,no,no,no,no,no
57,32,69,4,0.7,Undergrad,245,no,no,no,no,no
48,23,161,4,7.9,Professional,310,no,no,no,no,yes
48,23,79,1,0.2,Graduate,0,no,no,no,no,no
35,10,105,1,4.6,Undergrad,0,no,no,no,no,no
33,8,39,3,2.3,Undergrad,0,no,no,no,no,no
47,23,163,1,5,Undergrad,0,no,no,no,no,no
46,20,9,1,0.2,Undergrad,0,no,no,yes,no,no
44,20,71,4,2,Professional,0,no,no,no,yes,no
42,18,51,3,2.1,Professional,0,no,no,no,no,no
50,24,32,1,1.4,Professional,167,no,no,no,no,no
52,26,161,4,4.3,Undergrad,0,no,yes,yes,yes,yes
53,27,60,1,0.2,Undergrad,0,no,no,yes,no,no
37,10,35,4,1,Graduate,0,no,no,no,no,no
64,40,41,4,1.2,Graduate,0,no,no,yes,no,no
46,22,73,2,1.7,Undergrad,216,no,no,yes,no,no
57,33,49,4,1.5,Undergrad,214,yes,yes,yes,yes,no
61,35,79,2,2,Undergrad,194,no,no,yes,yes,no
42,18,120,2,7.5,Undergrad,0,yes,no,no,no,no
40,16,60,2,3.2,Undergrad,0,no,no,no,no,no
33,8,78,3,0.6,Graduate,0,no,no,yes,no,no
50,26,40,4,1.1,Graduate,131,no,no,no,no,no
52,26,110,2,5.4,Professional,204,yes,yes,yes,no,yes
35,11,160,4,5.7,Professional,0,yes,no,no,no,yes
57,32,68,4,0.7,Undergrad,191,no,no,yes,yes,no
56,31,49,2,1.6,Professional,103,no,no,yes,no,no
44,20,65,2,2.5,Undergrad,0,no,no,yes,no,no
23,-3,55,3,2.4,Graduate,145,no,no,yes,no,no
33,8,62,3,2.3,Undergrad,98,no,no,no,yes,no
48,22,152,1,0,Undergrad,0,no,no,no,no,no
45,18,42,3,2.5,Graduate,0,no,no,no,no,no
54,28,39,4,0.7,Graduate,0,no,no,yes,no,no
42,17,111,3,3,Undergrad,0,yes,yes,no,yes,yes
47,21,82,3,2.1,Undergrad,0,no,no,no,no,no
61,36,108,4,3.4,Graduate,0,no,no,yes,no,no
53,27,59,2,0.8,Professional,0,no,no,yes,no,no
56,30,61,3,2.5,Undergrad,193,no,no,yes,no,no
33,6,78,4,2,Graduate,0,yes,no,yes,no,no
44,18,18,2,0.1,Professional,0,no,no,yes,no,no
63,37,113,4,1.7,Professional,0,no,no,yes,yes,no
47,20,62,1,2.67,Graduate,0,no,no,yes,no,no
50,24,81,1,4.9,Undergrad,248,no,no,yes,no,no
49,25,13,3,0.4,Undergrad,106,no,no,yes,no,no
34,9,75,1,2.8,Undergrad,194,no,no,no,no,no
40,14,33,2,0.8,Professional,89,no,no,yes,no,no
38,13,179,1,4.1,Undergrad,0,no,no,yes,no,no
51,26,69,3,2,Graduate,0,no,no,yes,no,no
28,4,45,1,1,Professional,0,no,no,yes,no,no
52,26,59,3,3,Graduate,0,no,no,yes,no,no
39,13,81,2,2.8,Undergrad,0,no,no,yes,no,no
29,5,133,1,5.4,Undergrad,212,no,no,yes,no,no
54,29,81,2,0,Professional,0,no,no,yes,no,no
63,38,14,4,0.4,Graduate,86,no,no,yes,yes,no
40,14,28,2,0.8,Professional,0,no,no,no,no,no
36,12,93,2,2.2,Undergrad,0,no,no,yes,no,no
45,20,191,3,2.6,Professional,123,no,no,no,no,yes
61,37,155,1,2.9,Undergrad,0,no,no,yes,no,no
26,0,155,2,7.2,Undergrad,0,no,no,no,no,no
33,8,68,4,1.3,Undergrad,0,no,no,yes,no,no
64,40,52,2,1.1,Undergrad,226,no,no,no,no,no
43,17,51,1,0.7,Professional,0,no,no,no,no,no
24,0,44,4,1.6,Undergrad,180,no,no,yes,no,no
30,5,121,2,3.1,Undergrad,408,no,no,yes,no,no
60,36,49,4,2.2,Undergrad,204,yes,no,yes,no,no
50,26,42,2,1,Professional,78,yes,no,yes,no,no
40,15,144,1,4.1,Undergrad,0,no,no,no,no,no
31,6,72,1,2.6,Graduate,0,no,no,yes,no,no
30,4,44,1,1.5,Undergrad,109,no,no,no,no,no
60,35,43,3,0.9,Professional,175,no,no,no,no,no
39,14,74,1,0.1,Graduate,144,yes,no,yes,no,no
66,41,145,1,2.5,Undergrad,0,no,no,yes,no,no
65,41,158,2,2.1,Undergrad,0,no,no,no,no,no
54,28,78,4,4.9,Undergrad,0,no,no,no,no,no
54,29,154,1,2.4,Graduate,352,no,no,yes,no,yes
35,9,105,2,4.5,Professional,0,no,no,no,no,no
32,7,100,3,0.6,Graduate,0,no,no,yes,no,no
63,39,58,1,0,Graduate,0,no,no,yes,no,no
60,35,113,1,0.9,Undergrad,406,no,no,yes,no,no
43,18,10,2,0.1,Graduate,0,yes,no,no,yes,no
59,33,142,2,2.7,Undergrad,0,no,no,no,no,no
62,37,128,1,2.5,Undergrad,0,no,no,no,no,no
30,5,131,3,0.5,Professional,0,no,no,no,no,yes
54,30,88,4,1,Graduate,122,no,no,yes,no,no
30,6,101,2,0.6,Undergrad,0,no,no,yes,no,no
31,1,70,2,1.75,Professional,0,no,yes,yes,yes,no
44,20,122,1,0.3,Undergrad,0,yes,no,yes,no,no
32,8,70,3,1.5,Undergrad,0,no,no,yes,no,no
63,38,148,2,4.3,Professional,0,no,no,yes,no,yes
57,32,43,2,2.1,Professional,166,no,no,yes,no,no
60,30,31,1,1.5,Professional,0,no,no,yes,no,no
37,11,35,2,0.8,Professional,0,no,no,no,no,no
53,27,81,4,2.6,Professional,0,no,no,yes,no,no
51,25,19,1,1.4,Professional,98,no,no,no,no,no
30,5,98,4,1.8,Professional,129,yes,yes,yes,yes,no
28,2,101,4,2.1,Professional,0,no,no,yes,no,no
50,24,81,2,0.4,Professional,0,no,no,no,no,no
52,27,135,1,0.6,Undergrad,452,no,no,yes,no,no
56,30,34,2,0.7,Graduate,0,no,no,yes,no,no
40,16,104,1,3.4,Undergrad,249,no,no,no,no,no
64,38,29,3,0.7,Graduate,0,no,no,yes,no,no
61,36,119,2,5.4,Graduate,0,no,no,yes,no,yes
46,20,82,2,1.7,Graduate,0,no,no,yes,yes,no
55,29,62,1,0.2,Undergrad,0,no,no,yes,no,no
45,19,85,3,2.1,Undergrad,0,no,no,yes,yes,no
40,15,8,2,0.1,Graduate,0,no,no,no,no,no
63,37,78,4,1.7,Professional,0,no,no,yes,no,no
57,32,44,3,0.5,Graduate,0,no,no,yes,no,no
38,14,122,2,8,Undergrad,0,no,no,yes,yes,no
37,11,22,3,0.1,Graduate,114,no,no,no,no,no
31,5,39,4,2.2,Graduate,0,no,no,yes,yes,no
50,26,55,1,1.6,Graduate,0,no,no,yes,no,no
42,18,144,2,6.1,Undergrad,158,no,no,no,no,no
51,27,71,1,2.6,Graduate,0,no,no,no,yes,no
38,13,191,2,3,Undergrad,0,no,no,yes,no,no
53,26,22,1,0.5,Graduate,100,no,no,yes,no,no
43,17,158,1,2.4,Undergrad,0,no,no,yes,no,no
35,9,131,3,0.3,Professional,0,no,yes,yes,yes,yes
49,24,75,1,2.8,Graduate,160,no,no,no,yes,no
28,4,69,3,0.7,Graduate,170,no,no,no,no,no
51,27,39,2,0.8,Undergrad,0,no,no,no,no,no
39,14,34,4,1.7,Undergrad,0,no,no,yes,yes,no
31,7,32,1,1.7,Undergrad,0,no,no,yes,no,no
44,18,129,1,5.7,Undergrad,0,no,no,yes,no,no
46,20,158,3,5.4,Undergrad,432,no,no,no,yes,yes
42,18,54,1,1.8,Undergrad,0,no,no,yes,no,no
41,17,34,1,2,Graduate,0,no,no,no,no,no
23,-2,45,4,0.6,Graduate,0,no,no,yes,yes,no
59,33,68,2,2.3,Professional,0,yes,no,no,no,no
47,21,53,1,1.5,Graduate,0,no,no,yes,no,no
48,23,32,1,0.1,Undergrad,0,no,no,no,yes,no
58,33,173,2,7.2,Professional,0,no,no,yes,no,yes
58,34,31,4,0.4,Undergrad,0,no,no,no,no,no
54,29,72,2,3.7,Undergrad,144,no,no,yes,no,no
49,24,30,4,0.4,Graduate,157,no,yes,yes,yes,no
63,38,138,1,2.5,Undergrad,0,no,no,yes,no,no
62,37,18,1,1.5,Graduate,127,no,no,no,no,no
45,19,69,1,2.8,Undergrad,220,no,no,yes,yes,no
39,13,58,3,2.1,Undergrad,247,no,no,yes,no,no
58,34,63,4,1.5,Undergrad,0,no,no,yes,no,no
56,30,43,2,0.3,Undergrad,0,yes,no,no,no,no
29,5,28,1,0.2,Professional,0,no,no,yes,no,no
33,9,38,1,2.1,Professional,133,no,no,no,no,no
55,29,72,3,0.3,Graduate,147,no,no,no,no,no
56,31,64,4,0.9,Undergrad,0,no,no,yes,no,no
36,12,70,3,2.6,Graduate,165,no,no,yes,no,no
53,29,12,1,0.3,Undergrad,0,no,no,no,no,no
57,31,159,2,0.5,Undergrad,0,no,no,no,no,no
35,9,103,2,4.5,Professional,0,no,no,yes,no,no
43,18,42,1,0.3,Professional,0,no,no,yes,no,no
54,29,48,2,2.1,Professional,142,no,no,yes,no,no
29,3,49,1,1.5,Undergrad,0,no,no,no,no,no
39,14,89,2,0.4,Undergrad,0,no,no,yes,no,no
32,8,22,4,0.7,Graduate,0,no,no,yes,yes,no
51,27,10,2,0.2,Undergrad,86,no,no,no,no,no
50,25,38,1,1.3,Graduate,120,no,no,no,yes,no
54,29,49,2,2.1,Professional,95,no,no,yes,yes,no
38,12,30,2,1.4,Professional,0,no,no,no,yes,no
32,7,82,1,2.6,Graduate,240,no,yes,yes,yes,no
62,37,82,1,0.8,Professional,312,no,no,yes,no,no
57,33,24,1,0.1,Graduate,0,no,no,no,no,no
47,23,32,4,0.6,Undergrad,156,no,no,yes,yes,no
51,25,34,3,0.9,Professional,111,no,no,yes,no,no
54,27,195,2,4.75,Graduate,477,no,no,no,no,yes
26,1,61,4,2.2,Undergrad,119,no,no,no,no,no
37,11,22,3,0.1,Graduate,0,no,no,yes,yes,no
27,0,40,4,1,Professional,0,no,no,yes,no,no
63,38,50,2,2.8,Undergrad,205,no,no,no,no,no
62,36,35,2,0.7,Professional,0,yes,no,no,yes,no
59,33,64,3,0.3,Graduate,0,no,no,no,no,no
32,7,49,3,2.3,Undergrad,0,no,no,yes,no,no
35,8,44,4,1,Graduate,192,no,no,no,yes,no
56,31,65,2,3.7,Undergrad,0,no,no,yes,no,no
55,31,13,4,0.7,Undergrad,0,no,no,yes,no,no
31,5,84,1,2.9,Professional,105,no,no,no,yes,no
54,29,28,4,0.2,Graduate,101,no,no,yes,no,no
58,32,108,3,4.4,Undergrad,0,no,no,yes,no,no
48,24,59,1,0,Undergrad,144,no,no,yes,no,no
48,22,163,1,2.4,Undergrad,396,no,no,yes,no,no
33,9,183,2,8.8,Professional,582,no,no,yes,no,yes
36,6,69,4,4,Professional,0,no,no,yes,no,no
41,16,115,1,7,Undergrad,0,no,no,no,no,no
55,31,130,4,6.5,Undergrad,0,no,no,no,yes,yes
63,37,185,2,7.9,Graduate,358,no,no,yes,no,yes
53,29,118,2,0.3,Undergrad,0,no,no,yes,no,no
38,13,163,1,4.1,Undergrad,0,no,no,no,no,no
46,20,140,2,6.3,Undergrad,380,no,no,yes,yes,no
59,33,91,2,0.7,Graduate,0,no,no,yes,yes,no
56,31,61,4,1.3,Professional,0,no,no,yes,yes,no
59,35,168,4,4.1,Graduate,0,no,no,yes,no,yes
39,13,69,3,0.9,Graduate,0,no,no,no,no,no
47,21,22,1,0.2,Undergrad,104,no,no,no,no,no
47,22,53,1,0.3,Undergrad,213,no,no,no,no,no
53,26,25,2,1,Graduate,0,no,yes,yes,yes,no
36,9,115,4,2.2,Graduate,0,no,no,no,no,yes
34,9,31,4,1.1,Professional,85,yes,yes,yes,yes,no
36,10,83,1,2.8,Professional,0,no,no,no,yes,no
60,34,152,2,6.9,Undergrad,0,no,no,no,no,no
45,20,30,1,0.1,Undergrad,0,no,no,yes,no,no
27,3,34,1,0.2,Professional,0,no,no,yes,yes,no
47,22,44,1,1.4,Professional,0,no,no,yes,yes,no
44,20,182,2,7.6,Undergrad,0,no,no,no,no,no
54,30,44,3,1.5,Undergrad,117,no,no,yes,no,no
57,33,122,2,6,Undergrad,153,yes,yes,yes,yes,no
52,26,35,4,1.8,Undergrad,0,no,no,yes,no,no
51,25,91,1,0.8,Professional,0,no,no,no,no,no
57,32,30,2,2,Graduate,0,no,no,no,no,no
65,39,53,1,2.5,Professional,0,no,no,yes,no,no
58,33,28,1,0.3,Professional,0,no,no,yes,no,no
64,39,85,4,3.4,Graduate,200,no,no,yes,no,no
52,26,28,2,0.7,Graduate,90,no,no,yes,yes,no
58,34,41,4,0.4,Undergrad,177,no,no,yes,no,no
52,22,154,1,5,Professional,0,yes,yes,yes,no,yes
43,18,41,1,0.3,Professional,0,no,no,yes,no,no
56,32,33,3,1.5,Undergrad,0,no,no,no,no,no
37,12,182,3,5.8,Professional,0,no,no,yes,no,yes
53,27,59,2,0.8,Professional,0,no,no,yes,no,no
27,2,129,2,3.3,Undergrad,0,yes,no,no,no,no
53,27,35,3,0.9,Professional,136,no,no,yes,no,no
42,16,185,3,2.2,Graduate,0,yes,yes,yes,yes,yes
58,34,45,4,1.3,Graduate,201,no,no,no,no,no
36,12,62,4,0.1,Graduate,145,no,no,no,no,no
53,28,183,3,8.2,Professional,467,no,yes,yes,yes,yes
48,22,14,2,0.1,Professional,0,no,no,yes,no,no
54,28,53,1,2.2,Professional,0,no,no,yes,yes,no
26,1,48,3,2.6,Professional,169,no,no,no,no,no
50,26,128,2,0.4,Undergrad,0,no,no,yes,no,no
31,7,105,1,4,Undergrad,331,no,no,yes,no,no
35,9,40,3,0.9,Undergrad,0,no,no,yes,yes,no
63,37,10,2,0.4,Undergrad,0,no,no,yes,no,no
29,4,102,2,3.3,Undergrad,303,no,no,no,no,no
57,32,31,3,0.1,Graduate,0,no,no,yes,no,no
30,5,30,4,0.8,Undergrad,158,no,no,yes,no,no
33,7,21,1,0.6,Professional,0,yes,no,no,no,no
62,36,44,2,0.3,Undergrad,0,no,no,no,no,no
35,10,48,1,2.5,Professional,164,no,no,yes,no,no
37,11,21,3,0.2,Graduate,0,no,no,yes,no,no
37,11,84,4,2.2,Graduate,0,no,no,yes,yes,no
35,10,64,3,0.7,Graduate,230,no,no,yes,no,no
35,9,82,1,2.5,Undergrad,138,no,no,no,no,no
59,35,39,4,1.3,Undergrad,0,no,no,yes,no,no
53,27,45,2,0.8,Professional,0,no,no,yes,yes,no
45,21,133,4,5.7,Professional,0,no,yes,yes,yes,yes
46,22,152,2,1.4,Undergrad,0,no,no,yes,no,no
40,16,12,1,1,Undergrad,91,yes,no,no,no,no
42,16,32,3,1.5,Undergrad,149,no,no,yes,no,no
25,1,74,4,2.6,Undergrad,204,no,no,no,no,no
39,14,54,2,1.1,Graduate,159,no,no,no,yes,no
30,6,181,3,4.1,Graduate,0,no,yes,yes,yes,yes
58,33,75,2,0,Professional,0,no,no,yes,no,no
41,15,95,3,0.1,Undergrad,240,yes,no,no,no,no
37,11,190,4,7.3,Graduate,565,no,yes,yes,no,yes
36,11,90,1,2.8,Undergrad,0,no,no,yes,no,no
27,3,20,4,1,Undergrad,134,no,no,yes,yes,no
60,34,64,3,2.2,Professional,0,no,no,no,no,no
62,36,85,2,1.7,Professional,98,no,no,no,no,no
67,43,105,4,1.7,Graduate,0,no,no,yes,no,no
44,18,21,1,0.2,Undergrad,0,no,no,yes,no,no
24,-1,78,2,1.8,Graduate,0,no,no,no,no,no
45,21,158,2,6.67,Undergrad,132,no,no,yes,yes,no
58,34,125,1,4.3,Undergrad,219,no,no,no,no,no
61,36,81,3,1.8,Graduate,0,no,no,yes,no,no
54,29,183,1,8.1,Undergrad,0,no,no,yes,yes,no
28,3,54,4,0.6,Graduate,0,no,no,yes,no,no
49,24,79,4,3.6,Professional,212,no,no,yes,no,no
35,11,38,1,1.5,Graduate,136,no,no,yes,no,no
36,10,172,4,1,Graduate,295,no,no,yes,no,yes
34,8,184,3,7.5,Undergrad,0,no,no,no,no,yes
36,11,158,2,7.8,Undergrad,114,no,no,yes,yes,no
35,11,188,1,0.9,Professional,282,no,no,yes,no,yes
27,2,20,4,0.5,Professional,0,no,no,yes,no,no
42,18,60,4,0.2,Professional,151,no,no,no,yes,no
65,39,113,4,2.4,Professional,0,no,no,yes,no,no
29,5,70,4,0,Undergrad,0,no,no,yes,yes,no
65,41,84,2,0,Professional,0,no,no,yes,yes,no
59,33,23,2,0.2,Professional,0,no,no,yes,no,no
46,22,141,2,3.3,Undergrad,0,yes,yes,yes,yes,no
59,33,110,3,4.4,Undergrad,264,no,no,yes,no,no
52,26,31,4,1.8,Undergrad,0,no,no,yes,yes,no
60,35,22,1,1.3,Undergrad,80,no,no,no,no,no
43,17,91,1,5.2,Undergrad,0,yes,no,no,no,no
65,39,82,4,2.4,Professional,252,no,no,yes,no,no
50,26,23,1,0.3,Undergrad,0,no,no,no,no,no
48,23,35,1,0.1,Undergrad,0,yes,no,yes,no,no
49,25,114,1,2.5,Professional,0,no,no,yes,no,yes
58,33,18,3,0.1,Graduate,0,no,no,yes,yes,no
24,-2,80,2,1.6,Professional,238,no,no,no,no,no
58,32,74,2,2.3,Professional,0,no,no,no,yes,no
45,19,122,4,4.1,Graduate,0,no,no,yes,no,yes
42,15,73,3,2.33,Graduate,0,no,no,no,no,no
64,40,40,2,1.1,Undergrad,0,no,no,yes,no,no
49,25,55,4,0.1,Professional,0,no,no,yes,no,no
55,31,69,1,2.7,Graduate,0,yes,no,no,yes,no
40,14,92,4,1.4,Graduate,0,no,no,yes,no,no
28,2,48,4,2.1,Professional,0,no,no,yes,yes,no
57,31,113,4,0.6,Professional,327,no,no,yes,no,yes
50,25,58,1,1.3,Graduate,0,no,no,yes,no,no
40,16,109,2,2.2,Undergrad,0,no,no,yes,no,no
55,28,39,3,1,Graduate,0,no,no,yes,yes,no
53,29,33,3,1.9,Graduate,144,no,no,no,no,no
